Designator,Mid X,Mid Y,Rotation,Layer
C1,36.5,40.0,180.0,top
C10,36.5,36.0,270.0,top
C2,32.75,32.5,0.0,top
C3,40.5,40.0,180.0,top
C4,40.5,42.5,180.0,top
C5,32.5,40.0,180.0,top
C8,35.8,33.5,0.0,top
C9,35.8,38.5,180.0,top
D2,33.55,42.0,0.0,top
J1,43.0,39.0,270.0,top
J2,47.0,39.0,90.0,top
L2,39.1,36.0,270.0,top
PCB1,35.0,35.0,0.0,top
Q1,38.5,44.25,90.0,top
R1,38.5,39.0,0.0,top
R10,33.7,38.5,180.0,top
R11,33.7,33.5,180.0,top
R12,34.4,43.75,90.0,top
R2,40.5,39.0,0.0,top
R3,38.5,41.5,0.0,top
R4,34.5,40.0,0.0,top
R5,33.5,43.75,90.0,top
R6,32.6,43.75,90.0,top
R8,40.5,41.5,0.0,top
R9,32.6,36.0,270.0,top
U1,26.0,39.0,90.0,top
U3,34.5,36.0,90.0,top
V1,35.0,46.5,0.0,bottom
V2,35.0,31.5,180.0,top
